year,game_date,team,team_div,opponent,opponent_div,team_score,opponent_score,outcome
2005,2005-03-04,Ohio State,I,Miami,I,3,1,1.0
2005,2005-03-04,Notre Dame,I,Michigan State,I,2,3,0.0
2005,2005-03-04,Minnesota,I,Michigan Tech,I,4,2,1.0
2005,2005-03-04,Wisconsin,I,Minnesota-Duluth,I,2,2,0.5
2005,2005-03-04,Robert Morris,I,Niagara,I,3,2,1.0
2005,2005-03-04,Lake Superior,I,Northern Michigan,I,2,4,0.0
2005,2005-03-04,North Dakota,I,St. Cloud State,I,2,2,0.5
2005,2005-03-04,Princeton,I,St. Lawrence,I,0,7,0.0
2005,2005-03-04,Clarkson,I,Union,I,1,0,1.0
2005,2005-03-04,Elmira,III,Utica,III,3,4,0.0
2005,2005-03-05,Bemidji State,I,Air Force,I,4,1,1.0
2005,2005-03-05,Southern Maine,III,Babson,III,3,5,0.0
2005,2005-03-05,Holy Cross,I,Bentley,I,7,2,1.0
2005,2005-03-05,Maine,I,Boston College,I,2,2,0.5
2005,2005-03-05,Rensselaer,I,Brown,I,3,4,0.0
2005,2005-03-05,Army,I,Canisius,I,2,5,0.0
2005,2005-03-05,Massachusetts-Dartmouth,III,Curry,III,1,6,0.0
2005,2005-03-05,Yale,I,Dartmouth,I,5,4,1.0
2005,2005-03-05,Plattsburgh,III,Geneseo,III,4,5,0.0
2005,2005-03-05,Northern Michigan,I,Lake Superior,I,3,2,1.0
2005,2005-03-05,Sacred Heart,I,Mercyhurst,I,2,4,0.0
2005,2005-03-05,Bowling Green,I,Michigan,I,4,5,0.0
2005,2005-03-05,Minnesota,I,Michigan Tech,I,5,0,1.0
2005,2005-03-05,Colby,III,Middlebury,III,1,4,0.0
2005,2005-03-05,Wisconsin,I,Minnesota-Duluth,I,3,4,0.0
2005,2005-03-05,Nebraska-Omaha,I,Minnesota State,I,4,6,0.0
2005,2005-03-05,Boston University,I,New Hampshire,I,3,2,1.0
2005,2005-03-05,Robert Morris,I,Niagara,I,1,3,0.0
2005,2005-03-05,Massachusetts,I,Northeastern,I,3,8,0.0
2005,2005-03-05,New England College,III,Norwich,III,6,5,1.0
2005,2005-03-05,Michigan State,I,Notre Dame,I,2,1,1.0
2005,2005-03-05,Miami,I,Ohio State,I,2,2,0.5
2005,2005-03-05,American International,I,Quinnipiac,I,1,6,0.0
2005,2005-03-05,So. New Hampshire,II,St. Anselm,II,3,7,0.0
2005,2005-03-05,North Dakota,I,St. Cloud State,I,2,0,1.0
2005,2005-03-05,St. Thomas,III,St. John's,III,2,1,1.0
2005,2005-03-05,Princeton,I,St. Lawrence,I,2,4,0.0
2005,2005-03-05,Wisconsin-Superior,III,St. Norbert,III,3,8,0.0
2005,2005-03-05,Bowdoin,III,Trinity,III,3,2,1.0
2005,2005-03-05,Clarkson,I,Union,I,1,2,0.0
2005,2005-03-05,Alabama-Huntsville,I,Wayne State,I,0,4,0.0
2005,2005-03-05,Ferris State,I,Western Michigan,I,5,2,1.0
2005,2005-03-06,New England College,III,Babson,III,6,4,1.0
2005,2005-03-06,Yale,I,Dartmouth,I,1,5,0.0
2005,2005-03-06,Bowdoin,III,Middlebury,III,2,3,0.0
2005,2005-03-06,Clarkson,I,Union,I,4,3,1.0
2005,2005-03-06,Manhattanville,III,Utica,III,3,1,1.0
2005,2005-03-06,Alabama-Huntsville,I,Wayne State,I,6,5,1.0
2005,2005-03-09,American International,I,Army,I,3,5,0.0
2005,2005-03-09,St. Thomas,III,St. John's,III,4,1,1.0
2005,2005-03-10,Northeastern,I,New Hampshire,I,1,6,0.0
2005,2005-03-11,Massachusetts,I,Boston College,I,2,3,0.0
2005,2005-03-11,Alaska,I,Bowling Green,I,6,3,1.0
2005,2005-03-11,Brown,I,Colgate,I,1,4,0.0
2005,2005-03-11,St. Cloud State,I,Colorado College,I,2,8,0.0
2005,2005-03-11,Clarkson,I,Cornell,I,0,5,0.0
2005,2005-03-11,Michigan Tech,I,Denver,I,1,7,0.0
2005,2005-03-11,St. Lawrence,I,Harvard,I,0,2,0.0
2005,2005-03-11,Massachusetts-Lowell,I,Maine,I,2,7,0.0
2005,2005-03-11,Notre Dame,I,Michigan,I,1,10,0.0
2005,2005-03-11,Miami,I,Michigan State,I,1,2,0.0
2005,2005-03-11,Minnesota State,I,Minnesota,I,2,7,0.0
2005,2005-03-11,Lake Superior,I,Nebraska-Omaha,I,3,4,0.0
2005,2005-03-11,Northeastern,I,New Hampshire,I,0,4,0.0
2005,2005-03-11,Robert Morris,I,Niagara,I,1,5,0.0
2005,2005-03-11,Minnesota-Duluth,I,North Dakota,I,2,8,0.0
2005,2005-03-11,Western Michigan,I,Northern Michigan,I,2,1,1.0
2005,2005-03-11,Ferris State,I,Ohio State,I,2,4,0.0
2005,2005-03-11,Dartmouth,I,Vermont,I,3,2,1.0
2005,2005-03-11,Air Force,I,Wayne State,I,4,3,1.0
2005,2005-03-12,Niagara,I,Alabama-Huntsville,I,2,4,0.0
2005,2005-03-12,Air Force,I,Bemidji State,I,0,6,0.0
2005,2005-03-12,Massachusetts,I,Boston College,I,1,5,0.0
2005,2005-03-12,Alaska,I,Bowling Green,I,6,3,1.0
2005,2005-03-12,Bentley,I,Canisius,I,4,2,1.0
2005,2005-03-12,Brown,I,Colgate,I,0,3,0.0
2005,2005-03-12,St. Cloud State,I,Colorado College,I,2,4,0.0
2005,2005-03-12,Clarkson,I,Cornell,I,2,3,0.0
2005,2005-03-12,Michigan Tech,I,Denver,I,0,1,0.0
2005,2005-03-12,Trinity,III,Geneseo,III,4,0,1.0
2005,2005-03-12,St. Lawrence,I,Harvard,I,2,3,0.0
2005,2005-03-12,Sacred Heart,I,Holy Cross,I,2,4,0.0
2005,2005-03-12,Massachusetts-Lowell,I,Maine,I,1,5,0.0
2005,2005-03-12,New England College,III,Manhattanville,III,4,2,1.0
2005,2005-03-12,Connecticut,I,Mercyhurst,I,4,7,0.0
2005,2005-03-12,Notre Dame,I,Michigan,I,0,1,0.0
2005,2005-03-12,Miami,I,Michigan State,I,4,5,0.0
2005,2005-03-12,Curry,III,Middlebury,III,0,6,0.0
2005,2005-03-12,Minnesota State,I,Minnesota,I,3,5,0.0
2005,2005-03-12,Lake Superior,I,Nebraska-Omaha,I,3,4,0.0
2005,2005-03-12,Minnesota-Duluth,I,North Dakota,I,1,6,0.0
2005,2005-03-12,Western Michigan,I,Northern Michigan,I,2,4,0.0
2005,2005-03-12,Ferris State,I,Ohio State,I,1,0,1.0
2005,2005-03-12,Army,I,Quinnipiac,I,0,2,0.0
2005,2005-03-12,St. Thomas,III,St. Norbert,III,3,2,1.0
2005,2005-03-12,Dartmouth,I,Vermont,I,2,3,0.0
2005,2005-03-13,Alabama-Huntsville,I,Bemidji State,I,0,3,0.0
2005,2005-03-13,Western Michigan,I,Northern Michigan,I,1,4,0.0
2005,2005-03-13,Ferris State,I,Ohio State,I,4,5,0.0
2005,2005-03-13,Dartmouth,I,Vermont,I,1,2,0.0
2005,2005-03-17,Michigan State,I,Nebraska-Omaha,I,5,0,1.0
2005,2005-03-17,Alaska,I,Northern Michigan,I,6,3,1.0
2005,2005-03-17,North Dakota,I,Wisconsin,I,3,2,1.0
2005,2005-03-18,Maine,I,Boston College,I,1,2,0.0
2005,2005-03-18,New Hampshire,I,Boston University,I,5,2,1.0
2005,2005-03-18,Minnesota,I,Colorado College,I,0,3,0.0
2005,2005-03-18,Vermont,I,Cornell,I,0,3,0.0
2005,2005-03-18,North Dakota,I,Denver,I,1,2,0.0
2005,2005-03-18,Colgate,I,Harvard,I,3,4,0.0
2005,2005-03-18,Holy Cross,I,Mercyhurst,I,3,4,0.0
2005,2005-03-18,Alaska,I,Michigan,I,1,3,0.0
2005,2005-03-18,New England College,III,Middlebury,III,2,5,0.0
2005,2005-03-18,Michigan State,I,Ohio State,I,1,4,0.0
2005,2005-03-18,Bentley,I,Quinnipiac,I,1,4,0.0
2005,2005-03-18,St. Thomas,III,Trinity,III,4,1,1.0
2005,2005-03-19,New Hampshire,I,Boston College,I,1,3,0.0
2005,2005-03-19,Vermont,I,Colgate,I,1,2,0.0
2005,2005-03-19,Harvard,I,Cornell,I,1,3,0.0
2005,2005-03-19,Colorado College,I,Denver,I,0,1,0.0
2005,2005-03-19,Ohio State,I,Michigan,I,2,4,0.0
2005,2005-03-19,Alaska,I,Michigan State,I,3,2,1.0
2005,2005-03-19,St. Thomas,III,Middlebury,III,0,5,0.0
2005,2005-03-19,North Dakota,I,Minnesota,I,4,2,1.0
2005,2005-03-19,Mercyhurst,I,Quinnipiac,I,3,2,1.0
2005,2005-03-25,Mercyhurst,I,Boston College,I,4,5,0.0
2005,2005-03-25,Colgate,I,Colorado College,I,5,6,0.0
2005,2005-03-25,Wisconsin,I,Michigan,I,1,4,0.0
2005,2005-03-25,Boston University,I,North Dakota,I,0,4,0.0
2005,2005-03-26,North Dakota,I,Boston College,I,6,3,1.0
2005,2005-03-26,Michigan,I,Colorado College,I,3,4,0.0
2005,2005-03-26,Ohio State,I,Cornell,I,2,3,0.0
2005,2005-03-26,Bemidji State,I,Denver,I,3,4,0.0
2005,2005-03-26,Maine,I,Minnesota,I,0,1,0.0
2005,2005-03-26,Harvard,I,New Hampshire,I,2,3,0.0
2005,2005-03-27,New Hampshire,I,Denver,I,2,4,0.0
2005,2005-03-27,Cornell,I,Minnesota,I,1,2,0.0
2005,2005-04-07,Colorado College,I,Denver,I,2,6,0.0
2005,2005-04-07,North Dakota,I,Minnesota,I,4,2,1.0
2005,2005-04-09,North Dakota,I,Denver,I,1,4,0.0
2006,2005-10-07,Maine,I,Air Force,I,3,1,1.0
2006,2005-10-07,Massachusetts-Lowell,I,Colgate,I,2,6,0.0
2006,2005-10-07,Union,I,Colorado College,I,1,6,0.0
2006,2005-10-07,Quinnipiac,I,Michigan,I,1,3,0.0
2006,2005-10-07,Mercyhurst,I,Michigan Tech,I,3,4,0.0
2006,2005-10-07,Bemidji State,I,Minnesota-Duluth,I,3,2,1.0
2006,2005-10-07,Clarkson,I,Niagara,I,3,6,0.0
2006,2005-10-07,St. Lawrence,I,Wisconsin,I,2,3,0.0
2006,2005-10-08,Union,I,Air Force,I,2,9,0.0
2006,2005-10-08,Maine,I,Colorado College,I,2,3,0.0
2006,2005-10-08,North Dakota,I,Miami,I,3,0,1.0
2006,2005-10-08,Quinnipiac,I,Michigan,I,3,5,0.0
2006,2005-10-08,Wayne State,I,Michigan State,I,1,5,0.0
2006,2005-10-08,Mercyhurst,I,Michigan Tech,I,5,2,1.0
2006,2005-10-08,Bemidji State,I,Minnesota-Duluth,I,5,1,1.0
2006,2005-10-08,Clarkson,I,Niagara,I,5,2,1.0
2006,2005-10-08,St. Lawrence,I,Wisconsin,I,2,1,1.0
2006,2005-10-09,Wayne State,I,Miami,I,0,4,0.0
2006,2005-10-09,North Dakota,I,Michigan State,I,0,3,0.0
2006,2005-10-09,Canisius,I,Robert Morris,I,6,4,1.0
2006,2005-10-09,Rensselaer,I,Massachusetts-Lowell,I,3,5,0.0
2006,2005-10-14,Rensselaer,I,Alaska-Anchorage,I,3,6,0.0
2006,2005-10-14,Minnesota State,I,Bemidji State,I,3,4,0.0
2006,2005-10-14,Air Force,I,Bentley,I,1,3,0.0
2006,2005-10-14,Merrimack,I,Bowling Green,I,3,2,1.0
2006,2005-10-14,Niagara,I,Canisius,I,3,2,1.0
2006,2005-10-14,Providence,I,Clarkson,I,2,5,0.0
2006,2005-10-14,Ohio State,I,Colorado College,I,4,2,1.0
2006,2005-10-14,Colgate,I,Lake Superior,I,2,2,0.5
2006,2005-10-14,Denver,I,Maine,I,1,5,0.0
2006,2005-10-14,Boston College,I,Michigan,I,2,3,0.0
2006,2005-10-14,Alaska,I,Minnesota,I,4,3,1.0
2006,2005-10-14,Army,I,Nebraska-Omaha,I,2,3,0.0
2006,2005-10-14,Ferris State,I,New Hampshire,I,2,4,0.0
2006,2005-10-14,Northeastern,I,North Dakota,I,0,6,0.0
2006,2005-10-14,St. Cloud State,I,Northern Michigan,I,0,3,0.0
2006,2005-10-14,St. Cloud State,I,Northern Michigan,I,0,3,0.0
2006,2005-10-14,RIT,I,Quinnipiac,I,2,6,0.0
2006,2005-10-14,Massachusetts,I,St. Lawrence,I,1,2,0.0
2006,2005-10-14,Sacred Heart,I,Union,I,2,5,0.0
2006,2005-10-14,Michigan Tech,I,Vermont,I,3,4,0.0
2006,2005-10-15,RIT,I,Air Force,I,5,2,1.0
2006,2005-10-15,Vermont,I,Alaska-Anchorage,I,2,0,1.0
2006,2005-10-15,Ferris State,I,Army,I,5,2,1.0
2006,2005-10-15,Minnesota State,I,Bemidji State,I,3,7,0.0
2006,2005-10-15,Massachusetts-Lowell,I,Boston University,I,1,3,0.0
2006,2005-10-15,Boston College,I,Bowling Green,I,9,6,1.0
2006,2005-10-15,Massachusetts,I,Clarkson,I,4,2,1.0
2006,2005-10-15,Ohio State,I,Colorado College,I,0,1,0.0
2006,2005-10-15,Colgate,I,Lake Superior,I,2,3,0.0
2006,2005-10-15,Denver,I,Maine,I,2,4,0.0
2006,2005-10-15,Alaska,I,Minnesota,I,3,3,0.5
2006,2005-10-15,New Hampshire,I,Nebraska-Omaha,I,3,5,0.0
2006,2005-10-15,Northeastern,I,North Dakota,I,1,2,0.0
2006,2005-10-15,St. Cloud State,I,Northern Michigan,I,3,2,1.0
2006,2005-10-15,St. Cloud State,I,Northern Michigan,I,3,2,1.0
2006,2005-10-15,Geneseo,III,Potsdam,III,4,4,0.5
2006,2005-10-15,Bentley,I,Quinnipiac,I,0,6,0.0
2006,2005-10-15,Michigan Tech,I,Rensselaer,I,3,4,0.0
2006,2005-10-15,Providence,I,St. Lawrence,I,3,5,0.0
2006,2005-10-15,Connecticut,I,Union,I,4,4,0.5
2006,2005-10-15,Robert Morris,I,Western Michigan,I,5,2,1.0
2006,2005-10-16,Merrimack,I,Michigan,I,2,9,0.0
2006,2005-10-16,Utica,III,Potsdam,III,5,2,1.0
2006,2005-10-20,Ohio State,I,Bowling Green,I,7,2,1.0
2006,2005-10-21,Denver,I,Air Force,I,4,2,1.0
2006,2005-10-21,Quinnipiac,I,American International,I,6,4,1.0
2006,2005-10-21,Colgate,I,Army,I,6,1,1.0
2006,2005-10-21,Robert Morris,I,Bentley,I,2,3,0.0
2006,2005-10-21,Rensselaer,I,Boston University,I,3,2,1.0
2006,2005-10-21,Brockport,III,Buffalo State,III,2,4,0.0
2006,2005-10-21,RIT,I,Canisius,I,5,3,1.0
2006,2005-10-21,Notre Dame,I,Colorado College,I,1,3,0.0
2006,2005-10-21,Plattsburgh,III,Elmira,III,2,3,0.0
2006,2005-10-21,Cortland,III,Fredonia,III,2,3,0.0
2006,2005-10-21,Ferris State,I,Lake Superior,I,4,4,0.5
2006,2005-10-21,Alabama-Huntsville,I,Maine,I,1,3,0.0
2006,2005-10-21,Holy Cross,I,Massachusetts,I,3,2,1.0
2006,2005-10-21,Connecticut,I,Merrimack,I,1,3,0.0
2006,2005-10-21,Minnesota State,I,Minnesota,I,2,5,0.0
2006,2005-10-21,Miami,I,Nebraska-Omaha,I,6,3,1.0
2006,2005-10-21,North Dakota,I,New Hampshire,I,3,2,1.0
2006,2005-10-21,Michigan Tech,I,Northern Michigan,I,1,5,0.0
2006,2005-10-21,Bowling Green,I,Ohio State,I,2,2,0.5
2006,2005-10-21,Massachusetts-Lowell,I,Providence,I,0,3,0.0
2006,2005-10-21,Wisconsin,I,St. Cloud State,I,2,2,0.5
2006,2005-10-21,Wisconsin,I,St. Cloud State,I,2,2,0.5
2006,2005-10-21,Oswego,III,Utica,III,4,1,1.0
2006,2005-10-21,Minnesota-Duluth,I,Vermont,I,1,5,0.0
2006,2005-10-22,Alaska,I,Alaska-Anchorage,I,2,1,1.0
2006,2005-10-22,Robert Morris,I,Bentley,I,5,2,1.0
2006,2005-10-22,Cortland,III,Buffalo State,III,6,4,1.0
2006,2005-10-22,Air Force,I,Colorado College,I,3,6,0.0
2006,2005-10-22,Notre Dame,I,Denver,I,3,6,0.0
2006,2005-10-22,Brockport,III,Fredonia,III,0,3,0.0
2006,2005-10-22,Lebanon Valley,III,Geneseo,III,2,9,0.0
2006,2005-10-22,Ferris State,I,Lake Superior,I,1,1,0.5
2006,2005-10-22,Alabama-Huntsville,I,Maine,I,0,4,0.0
2006,2005-10-22,Connecticut,I,Merrimack,I,2,1,1.0
2006,2005-10-22,Michigan State,I,Michigan,I,3,3,0.5
2006,2005-10-22,Northern Michigan,I,Michigan Tech,I,2,1,1.0
2006,2005-10-22,Minnesota State,I,Minnesota,I,3,4,0.0
2006,2005-10-22,Miami,I,Nebraska-Omaha,I,3,2,1.0
2006,2005-10-22,North Dakota,I,New Hampshire,I,3,3,0.5
2006,2005-10-22,Western Michigan,I,Niagara,I,2,3,0.0
2006,2005-10-22,Boston College,I,Northeastern,I,1,1,0.5
2006,2005-10-22,Utica,III,Oswego,III,5,2,1.0
2006,2005-10-22,American International,I,Quinnipiac,I,0,5,0.0
2006,2005-10-22,Canisius,I,RIT,I,2,1,1.0
2006,2005-10-22,Wisconsin,I,St. Cloud State,I,3,1,1.0
2006,2005-10-22,Wisconsin,I,St. Cloud State,I,3,1,1.0
2006,2005-10-22,Providence,I,Massachusetts-Lowell,I,4,0,1.0
2006,2005-10-22,Minnesota-Duluth,I,Vermont,I,1,5,0.0
2006,2005-10-23,Alaska,I,Alaska-Anchorage,I,1,2,0.0
2006,2005-10-23,Army,I,Rensselaer,I,0,4,0.0
2006,2005-10-25,Marian,III,St. Norbert,III,2,8,0.0
2006,2005-10-28,Bemidji State,I,Air Force,I,3,4,0.0
2006,2005-10-28,Michigan,I,Alaska,I,2,4,0.0
2006,2005-10-28,Maine,I,Boston College,I,2,1,1.0
2006,2005-10-28,Manhattanville,III,Brockport,III,7,2,1.0
2006,2005-10-28,Wayne State,I,Clarkson,I,2,5,0.0
2006,2005-10-28,Michigan State,I,Cornell,I,2,4,0.0
2006,2005-10-28,Army,I,Holy Cross,I,0,1,0.0
2006,2005-10-28,Wisconsin-Stout,III,Lawrence,III,3,1,1.0
2006,2005-10-28,Cortland,III,Lebanon Valley,III,4,5,0.0
2006,2005-10-28,Buffalo State,III,Marian,III,6,4,1.0
2006,2005-10-28,New Hampshire,I,Massachusetts,I,4,1,1.0
2006,2005-10-28,Connecticut,I,Mercyhurst,I,2,5,0.0
2006,2005-10-28,Providence,I,Merrimack,I,5,1,1.0
2006,2005-10-28,Minnesota-Duluth,I,Michigan Tech,I,6,3,1.0
2006,2005-10-28,Lake Forest,III,Milwaukee School of Engineering,III,4,1,1.0
2006,2005-10-28,Colorado College,I,Minnesota State,I,5,0,1.0
2006,2005-10-28,Geneseo,III,Neumann,III,2,1,1.0
2006,2005-10-28,Vermont,I,Niagara,I,3,2,1.0
2006,2005-10-28,Denver,I,North Dakota,I,1,3,0.0
2006,2005-10-28,Lake Superior,I,Northern Michigan,I,1,3,0.0
2006,2005-10-28,Princeton,I,Notre Dame,I,5,3,1.0
2006,2005-10-28,Elmira,III,Oswego,III,5,1,1.0
2006,2005-10-28,Potsdam,III,Plattsburgh,III,3,7,0.0
2006,2005-10-28,Northeastern,I,Rensselaer,I,5,7,0.0
2006,2005-10-28,St. Lawrence,I,RIT,I,2,3,0.0
2006,2005-10-28,Quinnipiac,I,Robert Morris,I,2,0,1.0
2006,2005-10-28,Canisius,I,Sacred Heart,I,0,3,0.0
2006,2005-10-28,Minnesota,I,St. Cloud State,I,2,3,0.0
2006,2005-10-28,Minnesota,I,St. Cloud State,I,2,3,0.0
2006,2005-10-28,Fredonia,III,St. Norbert,III,2,6,0.0
2006,2005-10-28,Boston University,I,Massachusetts-Lowell,I,4,7,0.0
2006,2005-10-28,Bentley,I,Union,I,1,8,0.0
2006,2005-10-28,Ohio State,I,Western Michigan,I,1,5,0.0
2006,2005-10-28,Alaska-Anchorage,I,Wisconsin,I,1,6,0.0
2006,2005-10-28,Wisconsin-Eau Claire,III,Wisconsin-River Falls,III,1,5,0.0
2006,2005-10-29,Bemidji State,I,Air Force,I,2,1,1.0
2006,2005-10-29,Michigan,I,Alaska,I,4,0,1.0
2006,2005-10-29,Providence,I,Boston College,I,2,3,0.0
2006,2005-10-29,Manhattanville,III,Brockport,III,4,1,1.0
2006,2005-10-29,Wayne State,I,Clarkson,I,1,7,0.0
2006,2005-10-29,Bentley,I,Colgate,I,1,3,0.0
2006,2005-10-29,Michigan State,I,Cornell,I,4,3,1.0
2006,2005-10-29,Oswego,III,Elmira,III,5,3,1.0
2006,2005-10-29,Bowling Green,I,Ferris State,I,1,2,0.0
2006,2005-10-29,Dartmouth,I,Harvard,I,2,6,0.0
2006,2005-10-29,Army,I,Holy Cross,I,3,5,0.0
2006,2005-10-29,Milwaukee School of Engineering,III,Lake Forest,III,3,2,1.0
2006,2005-10-29,Northern Michigan,I,Lake Superior,I,2,1,1.0
2006,2005-10-29,Fredonia,III,Marian,III,8,1,1.0
2006,2005-10-29,Maine,I,Massachusetts,I,4,0,1.0
2006,2005-10-29,Connecticut,I,Mercyhurst,I,3,5,0.0
2006,2005-10-29,Minnesota-Duluth,I,Michigan Tech,I,2,2,0.5
2006,2005-10-29,Colorado College,I,Minnesota State,I,7,3,1.0
2006,2005-10-29,Geneseo,III,Neumann,III,3,2,1.0
2006,2005-10-29,Vermont,I,Niagara,I,4,2,1.0
2006,2005-10-29,Denver,I,North Dakota,I,7,2,1.0
2006,2005-10-29,Princeton,I,Notre Dame,I,0,2,0.0
2006,2005-10-29,Hobart,III,Potsdam,III,6,2,1.0
2006,2005-10-29,Merrimack,I,Rensselaer,I,5,3,1.0
2006,2005-10-29,St. Lawrence,I,RIT,I,6,3,1.0
2006,2005-10-29,Quinnipiac,I,Robert Morris,I,3,2,1.0
2006,2005-10-29,Canisius,I,Sacred Heart,I,3,5,0.0
2006,2005-10-29,Minnesota,I,St. Cloud State,I,3,1,1.0
2006,2005-10-29,Minnesota,I,St. Cloud State,I,3,1,1.0
2006,2005-10-29,Buffalo State,III,St. Norbert,III,1,6,0.0
2006,2005-10-29,Union,I,Massachusetts-Lowell,I,4,3,1.0
2006,2005-10-29,Ohio State,I,Western Michigan,I,4,5,0.0
2006,2005-10-29,Alaska-Anchorage,I,Wisconsin,I,1,5,0.0
2006,2005-10-29,Lawrence,III,Wisconsin-River Falls,III,0,8,0.0
2006,2005-10-29,Wisconsin-Superior,III,Wisconsin-Stevens Point,III,5,3,1.0
2006,2005-10-29,Minn.-Crookston,II,Wisconsin-Stout,III,2,7,0.0
2006,2005-11-01,Neumann,III,Cortland,III,6,3,1.0
2006,2005-11-01,Boston College,I,New Hampshire,I,3,2,1.0
2006,2005-11-01,Vermont,I,Northeastern,I,5,3,1.0
2006,2005-11-02,Massachusetts-Lowell,I,Merrimack,I,3,1,1.0
2006,2005-11-04,Minnesota State,I,Alaska-Anchorage,I,5,1,1.0
2006,2005-11-04,Mercyhurst,I,American International,I,4,1,1.0
2006,2005-11-04,Lake Forest,III,Augsburg,III,4,5,0.0
2006,2005-11-04,St. Scholastica,III,Bethel,III,4,5,0.0
2006,2005-11-04,Vermont,I,Boston University,I,2,4,0.0
2006,2005-11-04,Nebraska-Omaha,I,Bowling Green,I,3,7,0.0
2006,2005-11-04,Plattsburgh,III,Brockport,III,6,3,1.0
2006,2005-11-04,Colgate,I,Brown,I,5,0,1.0
2006,2005-11-04,Army,I,Canisius,I,1,2,0.0
2006,2005-11-04,Rensselaer,I,Clarkson,I,3,3,0.5
2006,2005-11-04,St. Cloud State,I,Colorado College,I,2,4,0.0
2006,2005-11-04,St. Cloud State,I,Colorado College,I,2,4,0.0
2006,2005-11-04,Northland,III,Concordia (Minn.),III,1,6,0.0
2006,2005-11-04,Holy Cross,I,Connecticut,I,4,1,1.0
2006,2005-11-04,Fredonia,III,Cortland,III,2,2,0.5
2006,2005-11-04,Michigan Tech,I,Denver,I,2,5,0.0
2006,2005-11-04,Alaska,I,Ferris State,I,5,2,1.0
2006,2005-11-04,Potsdam,III,Geneseo,III,3,4,0.0
2006,2005-11-04,Wisconsin-Stout,III,Gustavus Adolphus,III,4,7,0.0
2006,2005-11-04,Wisconsin-Superior,III,Hamline,III,4,0,1.0
2006,2005-11-04,Merrimack,I,Maine,I,1,3,0.0
2006,2005-11-04,Elmira,III,Manhattanville,III,4,7,0.0
2006,2005-11-04,Ohio State,I,Miami,I,1,3,0.0
2006,2005-11-04,Northern Michigan,I,Michigan State,I,4,5,0.0
2006,2005-11-04,Marian,III,Milwaukee School of Engineering,III,3,2,1.0
2006,2005-11-04,Minnesota,I,Minnesota-Duluth,I,2,2,0.5
2006,2005-11-04,Wayne State,I,Niagara,I,4,5,0.0
2006,2005-11-04,Wisconsin,I,North Dakota,I,4,2,1.0
2006,2005-11-04,New Hampshire,I,Northeastern,I,6,4,1.0
2006,2005-11-04,Michigan,I,Notre Dame,I,8,5,1.0
2006,2005-11-04,Buffalo State,III,Oswego,III,1,10,0.0
2006,2005-11-04,Dartmouth,I,Princeton,I,0,3,0.0
2006,2005-11-04,Massachusetts,I,Providence,I,2,4,0.0
2006,2005-11-04,Harvard,I,Quinnipiac,I,2,5,0.0
2006,2005-11-04,Alabama-Huntsville,I,RIT,I,3,2,1.0
2006,2005-11-04,Bentley,I,Sacred Heart,I,1,1,0.5
2006,2005-11-04,St. Norbert,III,St. John's,III,3,0,1.0
2006,2005-11-04,Union,I,St. Lawrence,I,2,6,0.0
2006,2005-11-04,Wisconsin-Eau Claire,III,St. Mary's,III,4,4,0.5
2006,2005-11-04,Wisconsin-River Falls,III,St. Olaf,III,5,5,0.5
2006,2005-11-04,Wisconsin-Stevens Point,III,St. Thomas,III,3,2,1.0
2006,2005-11-04,Hobart,III,Utica,III,2,4,0.0
2006,2005-11-04,Lake Superior,I,Western Michigan,I,10,0,1.0
2006,2005-11-04,Cornell,I,Yale,I,4,2,1.0
2006,2005-11-05,Minnesota State,I,Alaska-Anchorage,I,2,2,0.5
2006,2005-11-05,Mercyhurst,I,American International,I,9,3,1.0
2006,2005-11-05,St. Norbert,III,Augsburg,III,4,7,0.0
2006,2005-11-05,Sacred Heart,I,Bentley,I,1,2,0.0
2006,2005-11-05,Wisconsin-Superior,III,Bethel,III,3,4,0.0
2006,2005-11-05,Nebraska-Omaha,I,Bowling Green,I,3,4,0.0
2006,2005-11-05,Potsdam,III,Brockport,III,9,2,1.0
2006,2005-11-05,Cornell,I,Brown,I,3,2,1.0
2006,2005-11-05,Army,I,Canisius,I,2,2,0.5
2006,2005-11-05,Union,I,Clarkson,I,1,4,0.0
2006,2005-11-05,St. Cloud State,I,Colorado College,I,2,3,0.0
2006,2005-11-05,St. Cloud State,I,Colorado College,I,2,3,0.0
2006,2005-11-05,Northland,III,Concordia (Minn.),III,1,9,0.0
2006,2005-11-05,Buffalo State,III,Cortland,III,4,2,1.0
2006,2005-11-05,Michigan Tech,I,Denver,I,3,4,0.0
2006,2005-11-05,Alaska,I,Ferris State,I,3,3,0.5
2006,2005-11-05,Plattsburgh,III,Geneseo,III,7,1,1.0
2006,2005-11-05,St. Scholastica,III,Hamline,III,6,1,1.0
2006,2005-11-05,Connecticut,I,Holy Cross,I,3,2,1.0
2006,2005-11-05,Assumption,II,Lebanon Valley,III,6,9,0.0
2006,2005-11-05,Hobart,III,Manhattanville,III,1,3,0.0
2006,2005-11-05,Milwaukee School of Engineering,III,Marian,III,5,1,1.0
2006,2005-11-05,Providence,I,Massachusetts,I,3,2,1.0
2006,2005-11-05,Notre Dame,I,Michigan,I,2,4,0.0
2006,2005-11-05,Northern Michigan,I,Michigan State,I,0,5,0.0
2006,2005-11-05,Minnesota,I,Minnesota-Duluth,I,3,4,0.0
2006,2005-11-05,Northeastern,I,New Hampshire,I,0,3,0.0
