year,game_date,team,team_div,opponent,opponent_div,team_score,opponent_score,outcome
2003,2003-01-07,Wentworth,III,Wesleyan,III,8,0,1.0
2003,2003-01-07,Gustavus Adolphus,III,Wisconsin-Stout,III,6,3,1.0
2003,2003-01-08,Fitchburg State,III,Franklin Pierce,II,6,3,1.0
2003,2003-01-09,Providence,I,Boston University,I,3,2,1.0
2003,2003-01-10,Massachusetts-Boston,III,Bowdoin,III,3,4,0.0
2003,2003-01-10,Northern Michigan,I,Bowling Green,I,2,3,0.0
2003,2003-01-10,Princeton,I,Brown,I,0,4,0.0
2003,2003-01-10,Dartmouth,I,Clarkson,I,5,7,0.0
2003,2003-01-10,Dartmouth,I,Clarkson,I,5,7,0.0
2003,2003-01-10,Babson,III,Colby,III,1,4,0.0
2003,2003-01-10,St. John's,III,Concordia (Minn.),III,9,3,1.0
2003,2003-01-10,Fairfield,I,Connecticut,I,4,5,0.0
2003,2003-01-10,Wentworth,III,Cortland,III,5,4,1.0
2003,2003-01-10,Manhattanville,III,Curry,III,5,0,1.0
2003,2003-01-10,St. Cloud State,I,Denver,I,0,4,0.0
2003,2003-01-10,Notre Dame,I,Ferris State,I,3,6,0.0
2003,2003-01-10,Alabama-Huntsville,I,Findlay,I,5,2,1.0
2003,2003-01-10,Augsburg,III,Hamline,III,9,4,1.0
2003,2003-01-10,Yale,I,Harvard,I,2,6,0.0
2003,2003-01-10,Geneseo,III,Hobart,III,2,3,0.0
2003,2003-01-10,Quinnipiac,I,Iona,I,2,1,1.0
2003,2003-01-10,Milwaukee School of Engineering,III,Lake Forest,III,3,3,0.5
2003,2003-01-10,Canisius,I,Lake Superior,I,2,2,0.5
2003,2003-01-10,Northeastern,I,Maine,I,1,7,0.0
2003,2003-01-10,Merrimack,I,Massachusetts,I,3,4,0.0
2003,2003-01-10,Holy Cross,I,Mercyhurst,I,2,3,0.0
2003,2003-01-10,Nebraska-Omaha,I,Miami,I,0,3,0.0
2003,2003-01-10,Western Michigan,I,Michigan,I,3,10,0.0
2003,2003-01-10,Alaska,I,Michigan State,I,2,5,0.0
2003,2003-01-10,Tufts,III,Middlebury,III,2,6,0.0
2003,2003-01-10,North Dakota,I,Minnesota,I,4,2,1.0
2003,2003-01-10,Michigan Tech,I,Minnesota State,I,2,4,0.0
2003,2003-01-10,Skidmore,III,New England College,III,1,4,0.0
2003,2003-01-10,Neumann,III,Nichols,III,4,4,0.5
2003,2003-01-10,Salem State,III,Norwich,III,3,7,0.0
2003,2003-01-10,Johnson and Wales,III,Oswego,III,0,8,0.0
2003,2003-01-10,Brockport,III,Plymouth State,III,10,2,1.0
2003,2003-01-10,Mass Coll Lib Arts,III,St. Anselm,II,6,7,0.0
2003,2003-01-10,Vermont,I,St. Lawrence,I,4,1,1.0
2003,2003-01-10,St. Thomas,III,St. Mary's,III,6,1,1.0
2003,2003-01-10,Southern Maine,III,St. Michael's,II,2,4,0.0
2003,2003-01-10,Hamilton,III,Trinity,III,4,5,0.0
2003,2003-01-10,Rensselaer,I,Union,I,3,3,0.5
2003,2003-01-10,American International,I,Wayne State,I,2,6,0.0
2003,2003-01-10,Amherst,III,Wesleyan,III,7,4,1.0
2003,2003-01-10,Connecticut College,III,Williams,III,2,2,0.5
2003,2003-01-10,Wisconsin-Stout,III,Wisconsin-River Falls,III,0,8,0.0
2003,2003-01-10,Marian,III,Wisconsin-Stevens Point,III,4,8,0.0
2003,2003-01-10,St. Norbert,III,Wisconsin-Superior,III,2,2,0.5
2003,2003-01-10,Niagara,I,Air Force,I,6,1,1.0
2003,2003-01-10,Wisconsin,I,Alaska-Anchorage,I,2,2,0.5
2003,2003-01-10,Bentley,I,Army,I,4,3,1.0
2003,2003-01-10,St. Olaf,III,Bethel,III,4,1,1.0
2003,2003-01-10,Massachusetts-Lowell,I,Boston College,I,3,6,0.0
2003,2003-01-11,Northern Michigan,I,Bowling Green,I,3,5,0.0
2003,2003-01-11,Yale,I,Brown,I,4,6,0.0
2003,2003-01-11,Vermont,I,Clarkson,I,0,1,0.0
2003,2003-01-11,Vermont,I,Clarkson,I,0,1,0.0
2003,2003-01-11,Massachusetts-Boston,III,Colby,III,0,8,0.0
2003,2003-01-11,St. John's,III,Concordia (Minn.),III,5,4,1.0
2003,2003-01-11,Fairfield,I,Connecticut,I,3,2,1.0
2003,2003-01-11,Johnson and Wales,III,Cortland,III,5,1,1.0
2003,2003-01-11,St. Cloud State,I,Denver,I,5,4,1.0
2003,2003-01-11,Notre Dame,I,Ferris State,I,4,4,0.5
2003,2003-01-11,Alabama-Huntsville,I,Findlay,I,5,2,1.0
2003,2003-01-11,Brockport,III,Framingham State,III,4,1,1.0
2003,2003-01-11,Hobart,III,Geneseo,III,2,2,0.5
2003,2003-01-11,St. Scholastica,III,Gustavus Adolphus,III,3,8,0.0
2003,2003-01-11,Princeton,I,Harvard,I,2,1,1.0
2003,2003-01-11,Canisius,I,Lake Superior,I,4,4,0.5
2003,2003-01-11,Fitchburg State,III,Lebanon Valley,III,0,6,0.0
2003,2003-01-11,Northeastern,I,Maine,I,1,3,0.0
2003,2003-01-11,Massachusetts,I,Merrimack,I,3,4,0.0
2003,2003-01-11,Nebraska-Omaha,I,Miami,I,2,2,0.5
2003,2003-01-11,Alaska,I,Michigan State,I,2,6,0.0
2003,2003-01-11,Connecticut College,III,Middlebury,III,1,9,0.0
2003,2003-01-11,Lake Forest,III,Milwaukee School of Engineering,III,5,2,1.0
2003,2003-01-11,North Dakota,I,Minnesota,I,3,6,0.0
2003,2003-01-11,Michigan Tech,I,Minnesota State,I,4,5,0.0
2003,2003-01-11,Mass Coll Lib Arts,III,New England College,III,3,6,0.0
2003,2003-01-11,Southern Maine,III,Norwich,III,2,9,0.0
2003,2003-01-11,Wentworth,III,Oswego,III,1,9,0.0
2003,2003-01-11,Franklin Pierce,II,Plymouth State,III,1,7,0.0
2003,2003-01-11,Elmira,III,Potsdam,III,5,4,1.0
2003,2003-01-11,New Hampshire,I,Providence,I,6,3,1.0
2003,2003-01-11,Iona,I,Quinnipiac,I,4,7,0.0
2003,2003-01-11,Skidmore,III,St. Anselm,II,4,7,0.0
2003,2003-01-11,Dartmouth,I,St. Lawrence,I,3,7,0.0
2003,2003-01-11,Salem State,III,St. Michael's,II,6,6,0.5
2003,2003-01-11,Bethel,III,St. Olaf,III,0,11,0.0
2003,2003-01-11,St. Mary's,III,St. Thomas,III,0,5,0.0
2003,2003-01-11,Amherst,III,Trinity,III,3,3,0.5
2003,2003-01-11,Boston College,I,Massachusetts-Lowell,I,7,1,1.0
2003,2003-01-11,American International,I,Wayne State,I,3,4,0.0
2003,2003-01-11,Hamilton,III,Wesleyan,III,8,3,1.0
2003,2003-01-11,Michigan,I,Western Michigan,I,3,4,0.0
2003,2003-01-11,Manhattanville,III,Western New England,III,5,0,1.0
2003,2003-01-11,Tufts,III,Williams,III,7,4,1.0
2003,2003-01-11,Lawrence,III,Wisconsin-Stevens Point,III,2,5,0.0
2003,2003-01-11,Wisconsin-River Falls,III,Wisconsin-Stout,III,6,2,1.0
2003,2003-01-11,St. Norbert,III,Wisconsin-Superior,III,7,4,1.0
2003,2003-01-11,Niagara,I,Air Force,I,3,2,1.0
2003,2003-01-11,Wisconsin,I,Alaska-Anchorage,I,1,1,0.5
2003,2003-01-11,Hamline,III,Augsburg,III,4,1,1.0
2003,2003-01-11,Army,I,Bentley,I,1,5,0.0
2003,2003-01-11,Babson,III,Bowdoin,III,2,5,0.0
2003,2003-01-12,Neumann,III,Salve Regina,III,2,4,0.0
2003,2003-01-14,Tufts,III,Connecticut College,III,7,3,1.0
2003,2003-01-14,Wisconsin-River Falls,III,Gustavus Adolphus,III,4,2,1.0
2003,2003-01-14,Manhattanville,III,Lebanon Valley,III,1,2,0.0
2003,2003-01-14,Cortland,III,Neumann,III,9,4,1.0
2003,2003-01-14,Williams,III,Plattsburgh,III,1,5,0.0
2003,2003-01-14,Holy Cross,I,Sacred Heart,I,1,3,0.0
2003,2003-01-14,Utica,III,Skidmore,III,4,3,1.0
2003,2003-01-14,Nichols,III,Suffolk,III,4,5,0.0
2003,2003-01-14,Hamilton,III,Amherst,III,8,2,1.0
2003,2003-01-15,Western New England,III,Franklin Pierce,II,8,5,1.0
2003,2003-01-15,Dartmouth,I,New Hampshire,I,1,1,0.5
2003,2003-01-15,Fredonia,III,RIT,III,0,4,0.0
2003,2003-01-15,Salve Regina,III,So. New Hampshire,II,5,4,1.0
2003,2003-01-15,Curry,III,Stonehill,II,3,5,0.0
2003,2003-01-15,Fitchburg State,III,Wentworth,III,0,9,0.0
2003,2003-01-16,Plymouth State,III,Nichols,III,5,3,1.0
2003,2003-01-16,Bowling Green,I,Ohio State,I,3,6,0.0
2003,2003-01-16,Hamline,III,St. John's,III,5,5,0.5
2003,2003-01-16,Framingham State,III,Massachusetts-Dartmouth,III,3,4,0.0
2003,2003-01-16,Bemidji State,I,Alabama-Huntsville,I,2,3,0.0
2003,2003-01-16,Suffolk,III,Assumption,II,5,3,1.0
2003,2003-01-16,Boston College,I,Boston University,I,3,1,1.0
2003,2003-01-17,Williams,III,Bowdoin,III,1,2,0.0
2003,2003-01-17,Hobart,III,Brockport,III,5,2,1.0
2003,2003-01-17,Connecticut,I,Canisius,I,3,3,0.5
2003,2003-01-17,Middlebury,III,Colby,III,5,1,1.0
2003,2003-01-17,Gustavus Adolphus,III,Concordia (Minn.),III,3,3,0.5
2003,2003-01-17,Minnesota State,I,Denver,I,3,3,0.5
2003,2003-01-17,Northern Michigan,I,Ferris State,I,3,1,1.0
2003,2003-01-17,St. John's,III,Hamline,III,3,1,1.0
2003,2003-01-17,Tufts,III,Mass Coll Lib Arts,III,5,3,1.0
2003,2003-01-17,Maine,I,Merrimack,I,5,5,0.5
2003,2003-01-17,Nebraska-Omaha,I,Michigan State,I,2,5,0.0
2003,2003-01-17,Colorado College,I,Michigan Tech,I,3,3,0.5
2003,2003-01-17,Buffalo State,III,Milwaukee School of Engineering,III,5,6,0.0
2003,2003-01-17,Lawrence,III,Minn.-Crookston,II,5,7,0.0
2003,2003-01-17,Wesleyan,III,New England College,III,1,6,0.0
2003,2003-01-17,Massachusetts,I,New Hampshire,I,1,2,0.0
2003,2003-01-17,Findlay,I,Niagara,I,5,6,0.0
2003,2003-01-17,Massachusetts-Boston,III,Norwich,III,1,10,0.0
2003,2003-01-17,Yale,I,Notre Dame,I,4,1,1.0
2003,2003-01-17,Bowling Green,I,Ohio State,I,1,6,0.0
2003,2003-01-17,Mercyhurst,I,Quinnipiac,I,5,1,1.0
2003,2003-01-17,Colgate,I,Rensselaer,I,3,0,1.0
2003,2003-01-17,Fairfield,I,Sacred Heart,I,1,3,0.0
2003,2003-01-17,Amherst,III,Salem State,III,4,10,0.0
2003,2003-01-17,Connecticut College,III,Skidmore,III,1,2,0.0
2003,2003-01-17,Hamilton,III,Southern Maine,III,6,1,1.0
2003,2003-01-17,Trinity,III,St. Anselm,II,8,1,1.0
2003,2003-01-17,Providence,I,St. Cloud State,I,1,2,0.0
2003,2003-01-17,Babson,III,St. Michael's,II,5,4,1.0
2003,2003-01-17,Lake Forest,III,St. Norbert,III,3,5,0.0
2003,2003-01-17,St. Thomas,III,St. Olaf,III,3,0,1.0
2003,2003-01-17,Northeastern,I,Massachusetts-Lowell,I,4,1,1.0
2003,2003-01-17,Cornell,I,Union,I,6,0,1.0
2003,2003-01-17,Geneseo,III,Utica,III,4,5,0.0
2003,2003-01-17,Miami,I,Western Michigan,I,2,3,0.0
2003,2003-01-17,Minnesota-Duluth,I,Wisconsin,I,1,2,0.0
2003,2003-01-17,Wisconsin-Eau Claire,III,Wisconsin-Stevens Point,III,1,5,0.0
2003,2003-01-17,St. Scholastica,III,Wisconsin-Superior,III,1,9,0.0
2003,2003-01-17,Bemidji State,I,Alabama-Huntsville,I,3,4,0.0
2003,2003-01-17,Lake Superior,I,Alaska,I,2,2,0.5
2003,2003-01-17,North Dakota,I,Alaska-Anchorage,I,11,2,1.0
2003,2003-01-17,Bentley,I,American International,I,4,5,0.0
2003,2003-01-17,St. Mary's,III,Augsburg,III,3,6,0.0
2003,2003-01-17,Wisconsin-Stout,III,Bethel,III,2,5,0.0
2003,2003-01-17,Boston University,I,Boston College,I,2,3,0.0
2003,2003-01-18,Middlebury,III,Bowdoin,III,4,2,1.0
2003,2003-01-18,Utica,III,Brockport,III,2,1,1.0
2003,2003-01-18,Holy Cross,I,Brown,I,2,4,0.0
2003,2003-01-18,Connecticut,I,Canisius,I,2,5,0.0
2003,2003-01-18,St. Lawrence,I,Clarkson,I,3,2,1.0
2003,2003-01-18,St. Lawrence,I,Clarkson,I,3,2,1.0
2003,2003-01-18,Williams,III,Colby,III,4,5,0.0
2003,2003-01-18,Gustavus Adolphus,III,Concordia (Minn.),III,4,1,1.0
2003,2003-01-18,Franklin Pierce,II,Curry,III,1,5,0.0
2003,2003-01-18,Vermont,I,Dartmouth,I,6,4,1.0
2003,2003-01-18,Minnesota State,I,Denver,I,4,2,1.0
2003,2003-01-18,Sacred Heart,I,Fairfield,I,2,2,0.5
2003,2003-01-18,Northern Michigan,I,Ferris State,I,1,5,0.0
2003,2003-01-18,Hobart,III,Fredonia,III,4,1,1.0
2003,2003-01-18,Elmira,III,Geneseo,III,5,2,1.0
2003,2003-01-18,St. Norbert,III,Lake Forest,III,1,1,0.5
2003,2003-01-18,Potsdam,III,Manhattanville,III,2,6,0.0
2003,2003-01-18,Connecticut College,III,Mass Coll Lib Arts,III,4,6,0.0
2003,2003-01-18,Maine,I,Merrimack,I,2,1,1.0
2003,2003-01-18,Nebraska-Omaha,I,Michigan State,I,0,7,0.0
2003,2003-01-18,Colorado College,I,Michigan Tech,I,3,1,1.0
2003,2003-01-18,Buffalo State,III,Milwaukee School of Engineering,III,1,4,0.0
2003,2003-01-18,Lawrence,III,Minn.-Crookston,II,3,2,1.0
2003,2003-01-18,Trinity,III,New England College,III,1,0,1.0
2003,2003-01-18,Findlay,I,Niagara,I,0,5,0.0
2003,2003-01-18,Massachusetts-Lowell,I,Northeastern,I,3,2,1.0
2003,2003-01-18,Marian,III,Northland,III,7,0,1.0
2003,2003-01-18,Babson,III,Norwich,III,1,4,0.0
2003,2003-01-18,Yale,I,Notre Dame,I,3,1,1.0
2003,2003-01-18,Mercyhurst,I,Quinnipiac,I,2,1,1.0
2003,2003-01-18,Cornell,I,Rensselaer,I,3,2,1.0
2003,2003-01-18,Plattsburgh,III,RIT,III,2,5,0.0
2003,2003-01-18,Hamilton,III,Salem State,III,7,3,1.0
2003,2003-01-18,Johnson and Wales,III,Salve Regina,III,8,5,1.0
2003,2003-01-18,Tufts,III,Skidmore,III,2,3,0.0
2003,2003-01-18,Fitchburg State,III,So. New Hampshire,II,3,2,1.0
2003,2003-01-18,Amherst,III,Southern Maine,III,3,5,0.0
2003,2003-01-18,Wesleyan,III,St. Anselm,II,7,4,1.0
2003,2003-01-18,Providence,I,St. Cloud State,I,3,5,0.0
2003,2003-01-18,Augsburg,III,St. Mary's,III,3,2,1.0
2003,2003-01-18,Massachusetts-Boston,III,St. Michael's,II,5,6,0.0
2003,2003-01-18,Wisconsin-Superior,III,St. Scholastica,III,5,3,1.0
2003,2003-01-18,St. Olaf,III,St. Thomas,III,8,4,1.0
2003,2003-01-18,Western New England,III,Massachusetts-Dartmouth,III,3,5,0.0
2003,2003-01-18,Colgate,I,Union,I,1,4,0.0
2003,2003-01-18,Miami,I,Western Michigan,I,1,4,0.0
2003,2003-01-18,Minnesota-Duluth,I,Wisconsin,I,6,2,1.0
2003,2003-01-18,Wisconsin-Stevens Point,III,Wisconsin-Eau Claire,III,7,2,1.0
2003,2003-01-18,Nichols,III,Worcester State,III,4,7,0.0
2003,2003-01-18,Army,I,Air Force,I,2,1,1.0
2003,2003-01-18,Lake Superior,I,Alaska,I,2,5,0.0
2003,2003-01-18,North Dakota,I,Alaska-Anchorage,I,3,0,1.0
2003,2003-01-18,Lebanon Valley,III,Assumption,II,2,1,1.0
2003,2003-01-18,American International,I,Bentley,I,0,5,0.0
2003,2003-01-19,Plymouth State,III,Framingham State,III,6,2,1.0
2003,2003-01-19,Lebanon Valley,III,Franklin Pierce,II,9,1,1.0
2003,2003-01-19,New Hampshire,I,Massachusetts,I,4,3,1.0
2003,2003-01-19,Marian,III,Northland,III,5,2,1.0
2003,2003-01-19,Army,I,Air Force,I,2,1,1.0
2003,2003-01-21,Iona,I,Brown,I,0,4,0.0
2003,2003-01-21,Plattsburgh,III,Colby,III,5,3,1.0
2003,2003-01-21,Fitchburg State,III,Mass Coll Lib Arts,III,5,8,0.0
2003,2003-01-21,Williams,III,Middlebury,III,3,4,0.0
2003,2003-01-21,Hamilton,III,Oswego,III,3,4,0.0
2003,2003-01-21,Cortland,III,RIT,III,4,9,0.0
2003,2003-01-21,Tufts,III,Suffolk,III,4,4,0.5
2003,2003-01-21,Wesleyan,III,Trinity,III,0,4,0.0
2003,2003-01-21,Bowling Green,I,Wayne State,I,4,3,1.0
2003,2003-01-21,Worcester State,III,Western New England,III,3,2,1.0
2003,2003-01-21,Salve Regina,III,Assumption,II,5,8,0.0
2003,2003-01-22,Buffalo State,III,Hobart,III,0,5,0.0
2003,2003-01-22,So. New Hampshire,II,Plymouth State,III,4,3,1.0
2003,2003-01-22,Stonehill,II,Massachusetts-Dartmouth,III,1,4,0.0
2003,2003-01-22,Franklin Pierce,II,Wentworth,III,0,10,0.0
2003,2003-01-23,Niagara,I,Canisius,I,3,4,0.0
2003,2003-01-23,Michigan,I,Lake Superior,I,4,1,1.0
2003,2003-01-23,Nichols,III,Salve Regina,III,0,9,0.0
2003,2003-01-23,Curry,III,Western New England,III,7,3,1.0
2003,2003-01-23,Wisconsin-Eau Claire,III,Wisconsin-Stout,III,5,6,0.0
2003,2003-01-23,Framingham State,III,Assumption,II,3,8,0.0
2003,2003-01-23,New Hampshire,I,Boston University,I,2,5,0.0
2003,2003-01-24,Neumann,III,Buffalo State,III,4,9,0.0
2003,2003-01-24,St. Lawrence,I,Colgate,I,4,4,0.5
2003,2003-01-24,Wisconsin,I,Colorado College,I,2,4,0.0
2003,2003-01-24,Finlandia,III,Concordia (Minn.),III,2,3,0.0
2003,2003-01-24,Colby,III,Connecticut College,III,4,2,1.0
2003,2003-01-24,Clarkson,I,Cornell,I,0,3,0.0
2003,2003-01-24,Clarkson,I,Cornell,I,0,3,0.0
2003,2003-01-24,Union,I,Dartmouth,I,2,0,1.0
2003,2003-01-24,Hamline,III,Gustavus Adolphus,III,1,5,0.0
2003,2003-01-24,Mass Coll Lib Arts,III,Hamilton,III,1,6,0.0
2003,2003-01-24,Wisconsin-Superior,III,Lake Forest,III,4,3,1.0
2003,2003-01-24,Northland,III,Lawrence,III,4,6,0.0
2003,2003-01-24,Massachusetts-Lowell,I,Maine,I,2,3,0.0
2003,2003-01-24,Northeastern,I,Massachusetts,I,2,3,0.0
2003,2003-01-24,Holy Cross,I,Merrimack,I,3,6,0.0
2003,2003-01-24,Ferris State,I,Miami,I,3,6,0.0
2003,2003-01-24,Alaska-Anchorage,I,Michigan Tech,I,2,4,0.0
2003,2003-01-24,New England College,III,Middlebury,III,1,6,0.0
2003,2003-01-24,Minn.-Crookston,II,Milwaukee School of Engineering,III,5,2,1.0
2003,2003-01-24,Minnesota State,I,Minnesota,I,2,2,0.5
2003,2003-01-24,Ohio State,I,Nebraska-Omaha,I,0,4,0.0
2003,2003-01-24,Alabama-Huntsville,I,Northern Michigan,I,3,7,0.0
2003,2003-01-24,Michigan State,I,Notre Dame,I,2,1,1.0
2003,2003-01-24,Oswego,III,RIT,III,5,2,1.0
2003,2003-01-24,Iona,I,Sacred Heart,I,0,4,0.0
2003,2003-01-24,Minnesota-Duluth,I,St. Cloud State,I,2,3,0.0
2003,2003-01-24,St. Scholastica,III,St. Norbert,III,2,7,0.0
2003,2003-01-24,Augsburg,III,St. Olaf,III,5,3,1.0
2003,2003-01-24,Bethel,III,St. Thomas,III,0,3,0.0
2003,2003-01-24,St. Michael's,II,Trinity,III,0,4,0.0
2003,2003-01-24,Bowdoin,III,Tufts,III,12,2,1.0
2003,2003-01-24,Southern Maine,III,Massachusetts-Boston,III,6,1,1.0
2003,2003-01-24,Fredonia,III,Utica,III,1,4,0.0
2003,2003-01-24,Rensselaer,I,Vermont,I,3,5,0.0
2003,2003-01-24,Findlay,I,Wayne State,I,3,4,0.0
2003,2003-01-24,Norwich,III,Wesleyan,III,4,1,1.0
2003,2003-01-24,St. Anselm,II,Williams,III,1,5,0.0
2003,2003-01-24,Wisconsin-Stevens Point,III,Wisconsin-River Falls,III,2,3,0.0
2003,2003-01-24,Western Michigan,I,Alaska,I,6,4,1.0
2003,2003-01-24,Mercyhurst,I,American International,I,5,1,1.0
2003,2003-01-24,Skidmore,III,Amherst,III,7,3,1.0
2003,2003-01-24,Connecticut,I,Army,I,6,4,1.0
2003,2003-01-24,Salem State,III,Babson,III,5,5,0.5
2003,2003-01-24,Air Force,I,Bemidji State,I,2,4,0.0
2003,2003-01-24,Providence,I,Boston College,I,4,1,1.0
2003,2003-01-25,Neumann,III,Buffalo State,III,4,5,0.0
2003,2003-01-25,Clarkson,I,Colgate,I,3,0,1.0
2003,2003-01-25,Clarkson,I,Colgate,I,3,0,1.0
2003,2003-01-25,Wisconsin,I,Colorado College,I,0,5,0.0
2003,2003-01-25,Finlandia,III,Concordia (Minn.),III,3,6,0.0
2003,2003-01-25,Bowdoin,III,Connecticut College,III,6,6,0.5
2003,2003-01-25,St. Lawrence,I,Cornell,I,2,5,0.0
2003,2003-01-25,Rensselaer,I,Dartmouth,I,3,7,0.0
2003,2003-01-25,Manhattanville,III,Elmira,III,1,10,0.0
2003,2003-01-25,Wayne State,I,Findlay,I,3,0,1.0
2003,2003-01-25,Western New England,III,Fitchburg State,III,1,6,0.0
2003,2003-01-25,Nichols,III,Franklin Pierce,II,7,3,1.0
2003,2003-01-25,Skidmore,III,Hamilton,III,4,2,1.0
2003,2003-01-25,Gustavus Adolphus,III,Hamline,III,8,4,1.0
2003,2003-01-25,Brockport,III,Hobart,III,1,5,0.0
2003,2003-01-25,Sacred Heart,I,Iona,I,3,3,0.5
2003,2003-01-25,St. Scholastica,III,Lake Forest,III,1,4,0.0
2003,2003-01-25,Michigan,I,Lake Superior,I,5,0,1.0
2003,2003-01-25,Northland,III,Lawrence,III,1,5,0.0
2003,2003-01-25,Salve Regina,III,Lebanon Valley,III,0,3,0.0
2003,2003-01-25,Massachusetts-Lowell,I,Maine,I,4,4,0.5
2003,2003-01-25,Brown,I,Merrimack,I,1,3,0.0
2003,2003-01-25,Ferris State,I,Miami,I,4,2,1.0
2003,2003-01-25,Alaska-Anchorage,I,Michigan Tech,I,1,3,0.0
2003,2003-01-25,St. Anselm,II,Middlebury,III,1,4,0.0
2003,2003-01-25,Minn.-Crookston,II,Milwaukee School of Engineering,III,9,3,1.0
2003,2003-01-25,Minnesota State,I,Minnesota,I,4,4,0.5
2003,2003-01-25,St. Cloud State,I,Minnesota-Duluth,I,1,3,0.0
2003,2003-01-25,Ohio State,I,Nebraska-Omaha,I,1,3,0.0
2003,2003-01-25,Boston University,I,New Hampshire,I,0,3,0.0
2003,2003-01-25,Canisius,I,Niagara,I,2,6,0.0
2003,2003-01-25,Massachusetts,I,Northeastern,I,2,3,0.0
2003,2003-01-25,Alabama-Huntsville,I,Northern Michigan,I,0,2,0.0
2003,2003-01-25,Michigan State,I,Notre Dame,I,3,3,0.5
2003,2003-01-25,RIT,III,Oswego,III,3,7,0.0
2003,2003-01-25,Boston College,I,Providence,I,5,3,1.0
2003,2003-01-25,Fairfield,I,Quinnipiac,I,3,4,0.0
2003,2003-01-25,Johnson and Wales,III,Scranton,III,10,3,1.0
2003,2003-01-25,Massachusetts-Dartmouth,III,So. New Hampshire,II,4,3,1.0
2003,2003-01-25,St. Mary's,III,St. John's,III,3,5,0.0
2003,2003-01-25,Wisconsin-Superior,III,St. Norbert,III,3,4,0.0
2003,2003-01-25,Framingham State,III,Suffolk,III,1,7,0.0
2003,2003-01-25,Norwich,III,Trinity,III,3,5,0.0
2003,2003-01-25,Colby,III,Tufts,III,3,3,0.5
2003,2003-01-25,Salem State,III,Massachusetts-Boston,III,6,2,1.0
2003,2003-01-25,Union,I,Vermont,I,4,2,1.0
2003,2003-01-25,Curry,III,Wentworth,III,4,2,1.0
2003,2003-01-25,St. Michael's,II,Wesleyan,III,3,4,0.0
2003,2003-01-25,New England College,III,Williams,III,7,5,1.0
2003,2003-01-25,Wisconsin-Eau Claire,III,Wisconsin-River Falls,III,3,9,0.0
2003,2003-01-25,Wisconsin-Stevens Point,III,Wisconsin-Stout,III,6,4,1.0
2003,2003-01-25,Stonehill,II,Worcester State,III,5,4,1.0
2003,2003-01-25,Connecticut,I,Yale,I,3,4,0.0
2003,2003-01-25,Western Michigan,I,Alaska,I,6,2,1.0
2003,2003-01-25,Mercyhurst,I,American International,I,4,2,1.0
2003,2003-01-25,Mass Coll Lib Arts,III,Amherst,III,4,5,0.0
2003,2003-01-25,Plymouth State,III,Assumption,II,1,7,0.0
2003,2003-01-25,St. Olaf,III,Augsburg,III,4,6,0.0
2003,2003-01-25,Southern Maine,III,Babson,III,8,9,0.0
2003,2003-01-25,Air Force,I,Bemidji State,I,3,5,0.0
2003,2003-01-25,St. Thomas,III,Bethel,III,8,1,1.0
2003,2003-01-26,Johnson and Wales,III,Lebanon Valley,III,4,6,0.0
2003,2003-01-26,Salve Regina,III,Scranton,III,7,2,1.0
2003,2003-01-26,St. Mary's,III,St. John's,III,2,3,0.0
2003,2003-01-28,Providence,I,Brown,I,3,1,1.0
2003,2003-01-28,Nichols,III,Fitchburg State,III,1,5,0.0
2003,2003-01-28,Elmira,III,Hamilton,III,3,2,1.0
2003,2003-01-28,Middlebury,III,Plattsburgh,III,6,1,1.0
2003,2003-01-28,So. New Hampshire,II,Stonehill,II,3,2,1.0
2003,2003-01-28,Massachusetts-Dartmouth,III,Suffolk,III,5,3,1.0
2003,2003-01-28,St. Anselm,II,Assumption,II,6,1,1.0
2003,2003-01-28,Plymouth State,III,Babson,III,1,7,0.0
2003,2003-01-29,Wentworth,III,Salve Regina,III,5,3,1.0
2003,2003-01-30,Cornell,I,Colgate,I,1,2,0.0
2003,2003-01-30,So. New Hampshire,II,Curry,III,2,5,0.0
2003,2003-01-30,Assumption,II,Johnson and Wales,III,2,5,0.0
2003,2003-01-30,Framingham State,III,Nichols,III,4,6,0.0
2003,2003-01-30,Franklin Pierce,II,Worcester State,III,2,5,0.0
2003,2003-01-30,Merrimack,I,Boston University,I,0,5,0.0
2003,2003-01-31,Trinity,III,Bowdoin,III,3,8,0.0
2003,2003-01-31,Potsdam,III,Brockport,III,6,0,1.0
2003,2003-01-31,Bentley,I,Canisius,I,2,4,0.0
2003,2003-01-31,Union,I,Clarkson,I,5,3,1.0
2003,2003-01-31,Union,I,Clarkson,I,5,3,1.0
2003,2003-01-31,Wesleyan,III,Colby,III,0,7,0.0
2003,2003-01-31,North Dakota,I,Colorado College,I,3,5,0.0
2003,2003-01-31,Hamline,III,Concordia (Minn.),III,5,4,1.0
2003,2003-01-31,Southern Maine,III,Connecticut College,III,3,4,0.0
2003,2003-01-31,Buffalo State,III,Cortland,III,4,8,0.0
2003,2003-01-31,Wisconsin,I,Denver,I,1,4,0.0
2003,2003-01-31,Plattsburgh,III,Geneseo,III,3,4,0.0
2003,2003-01-31,Brown,I,Harvard,I,1,3,0.0
2003,2003-01-31,Marian,III,Lawrence,III,8,2,1.0
2003,2003-01-31,Norwich,III,Mass Coll Lib Arts,III,10,1,1.0
2003,2003-01-31,Fairfield,I,Mercyhurst,I,3,4,0.0
2003,2003-01-31,Ferris State,I,Michigan,I,4,6,0.0
